Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Poster,imdbRating,imdbVotes,imdbID,Type,saturation,brightness,entropy,sharpness,contrast,colorfulness,hex_0,hex_1,hex_2,hex_3,hex_4
Joe Mande's Award-Winning Comedy Special,2017,TV-MA,25 Jul 2017,66 min,"Documentary, Comedy",Daniel Gray Longino,Joe Mande,https://m.media-amazon.com/images/M/MV5BOTI5MGI0MDktYzU4ZC00ZmM2LTgwNmQtZDJmYmUxNDMyYmZiXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,6.1,511,tt7183876,movie,31.54783380018674,28.240473078120136,2.982546130952381,5748.211579098955,82.38403042668631,29.28534989758814,#f4f0f0,#7d4648,#9c8988,#c1b2b1,#030405
Transformers Prime Beast Hunters: Predacons Rising,2013,Not Rated,04 Oct 2013,65 min,"Animation, Action, Family","Vinton Heuck, Scooter Tidwell, Todd Waterman","Roberto Orci, Alex Kurtzman, Duane Capizzi",https://m.media-amazon.com/images/M/MV5BMTg5MTQ2NDYzNl5BMl5BanBnXkFtZTgwNDcwNDg2MTE@._V1_SX300.jpg,7.4,"1,430",tt2788526,movie,62.469163398692814,42.49130718954248,4.6957984375,3130.838113619723,69.20780710548435,81.07626967244965,#f1be37,#dcd7d7,#766b6c,#a22c22,#270f0f
Theo Von: No Offense,2016,N/A,26 Feb 2016,67 min,"Documentary, Comedy",John Asher,Theo Von,https://m.media-amazon.com/images/M/MV5BODMyZjU2NWQtMTI2ZC00Y2ZkLTllYjItNjNiM2Y1NTIyMmIyXkEyXkFqcGdeQXVyNjYzMDA4MTI@._V1_SX300.jpg,5.6,887,tt5066564,movie,65.98725178960473,40.52954870837224,4.149469494047619,1570.1800599241624,64.98368949009793,65.2131874300399,#dd2411,#eccdb1,#987d61,#534b49,#071536
Walt & El Grupo,2008,PG,26 Apr 2008,106 min,Documentary,Theodore Thomas,Theodore Thomas,https://m.media-amazon.com/images/M/MV5BMTg1ODI5NTM2MV5BMl5BanBnXkFtZTcwMjA0OTY2Mw@@._V1_SX300.jpg,6.4,422,tt1223150,movie,38.244186118892,62.87959539371304,4.622132936507937,6006.940983943311,75.41703540998664,52.76443466486806,#c44d40,#4e4337,#0e0a09,#aa9d75,#dbd0ab
Killers,2014,Not Rated,01 Feb 2014,137 min,"Action, Crime, Drama","Kimo Stamboel, Timo Tjahjanto","Takuji Ushiyama, Timo Tjahjanto",https://m.media-amazon.com/images/M/MV5BMTk0NTYzMjQ3MV5BMl5BanBnXkFtZTgwODAwODU2MzE@._V1_SX300.jpg,6.4,"5,088",tt2409300,movie,17.896847106035793,32.187521208633946,4.381194036869827,3431.349452633247,80.27867592032558,68.8419877425852,#d00708,#afaaa1,#51504f,#f1ece3,#0f0d0d
The Lady in the Car with Glasses and a Gun,2015,Not Rated,18 Dec 2015,93 min,"Crime, Drama, Mystery",Joann Sfar,"Gilles Marchand, Patrick Godeau, Sébastien Japrisot",https://m.media-amazon.com/images/M/MV5BMTY1Njc5NDMyNV5BMl5BanBnXkFtZTgwNzM2ODQ0NzE@._V1_SX300.jpg,5.5,"2,774",tt4159182,movie,19.731615987252688,90.16313607459537,3.6050735985703537,1072.1437771762742,54.833788303638244,67.62694581732036,#5c3b2b,#c67e69,#cb3e34,#d8c5b4,#f6f4ec
The Other Woman,2014,PG-13,25 Apr 2014,109 min,"Comedy, Romance",Nick Cassavetes,Melissa K. Stack,https://m.media-amazon.com/images/M/MV5BMTc0ODE4ODY1OF5BMl5BanBnXkFtZTgwMDA5NjkzMTE@._V1_SX300.jpg,6.0,"139,980",tt2203939,movie,21.7123647029047,78.4409248589337,3.097550303720577,2706.770473031769,89.82683700990248,50.863339354258926,#3368df,#9c6d54,#0f1215,#e3c0b3,#fdfcfb
Free Style,2008,PG,24 Dec 2008,94 min,Drama,William Dear,"Jeffrey Nicholson, Joshua Leibner",https://m.media-amazon.com/images/M/MV5BMTU5MzQwNjI4NF5BMl5BanBnXkFtZTcwNzUxOTg3Mg@@._V1_SX300.jpg,3.8,460,tt1128071,movie,34.470158393687804,74.07859624330213,4.183095439189189,3460.01594574552,81.80879658674682,79.29780863546534,#fbdd15,#c46c5e,#6fa1c2,#2c2320,#edf1f3
Instant Family,2018,PG-13,16 Nov 2018,118 min,"Comedy, Drama",Sean Anders,"Sean Anders, John Morris",https://m.media-amazon.com/images/M/MV5BMTkzMzgzMTc1OF5BMl5BanBnXkFtZTgwNjQ4MzE0NjM@._V1_SX300.jpg,7.3,"105,733",tt7401588,movie,11.10389790908822,77.78428415106616,2.982657192684766,2833.1559329195193,86.05676581121341,31.503574542317494,#564d49,#aa8f77,#d8ccc3,#1b1411,#fdfdfc
Under an Arctic Sky,2017,Not Rated,23 Apr 2017,39 min,"Documentary, Short, Adventure",Chris Burkard,"Chris Burkard, Ben Weiland",https://m.media-amazon.com/images/M/MV5BMzJhYTkwMDktMTkyZi00ZGIwLThiODQtZTFlZmVkNzAwZjMzXkEyXkFqcGdeQXVyNzQ5NjY0MzA@._V1_SX300.jpg,7.0,"1,445",tt6680858,movie,86.72277571689337,38.83778778778779,3.177829391891892,3853.014986767793,55.340136086756985,61.7252719679511,#b9f4f3,#55daaf,#051018,#11756f,#01344e
My Lucky Star,2013,N/A,17 Sep 2013,114 min,"Action, Adventure, Comedy",Dennie Gordon,"Amy Snow, Chris Chow, Hai Huang",https://m.media-amazon.com/images/M/MV5BMTQ0MzE3Mjk4M15BMl5BanBnXkFtZTgwNTMzMTEyMDE@._V1_SX300.jpg,5.1,506,tt2102502,movie,67.89540616246498,68.37389978213507,4.552253968253968,3158.3721707913833,76.98330948176277,120.66282750798719,#886532,#b93576,#eacab4,#211111,#efc32d
Pig,2018,N/A,01 Feb 2019,104 min,"Comedy, Crime, Drama",Mani Haghighi,Mani Haghighi,https://m.media-amazon.com/images/M/MV5BODlkNTlkODAtZmI0NS00MjUwLWEwNTktNTdjZGNjMTk2NmY2XkEyXkFqcGdeQXVyMjQ1OTkyNzA@._V1_SX300.jpg,6.1,"2,007",tt7429708,movie,84.90461782226488,65.86909212791566,3.539591588966589,764.6344746449009,40.322577875837695,99.72817798057875,#fdecc3,#be4833,#2e0504,#7e120d,#c11f17
First Love,2019,TV-MA,14 Feb 2020,108 min,"Action, Comedy, Crime",Takashi Miike,Masa Nakamura,https://m.media-amazon.com/images/M/MV5BMzZmOGMyNDgtMmQyNi00NWU1LWI1YjctZjE1ODg0MmExMDgzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_SX300.jpg,6.7,"6,913",tt10228168,movie,78.35866937970157,42.038512763596,3.912826994889937,1483.2684338040422,69.63646925111239,118.04297927998154,#c2cae5,#138a9f,#f3ce11,#b92834,#180e19
Detective Conan: Strategy Above the Depths,2005,N/A,09 Apr 2005,108 min,"Animation, Action, Adventure",Yasuichirô Yamamoto,"Gosho Aoyama, Kazunari Kouchi",https://m.media-amazon.com/images/M/MV5BMzRkYzkxYzMtOWQ4Yy00YmViLWE3Y2UtNDA5OTQzNjkzNDEyXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg,7.0,"1,690",tt1133936,movie,46.59309842748981,53.24890959684204,4.933349319306931,5586.514917648325,70.42585625821457,67.96513394169838,#d5e0d0,#ddb06e,#964731,#477481,#1a191c
The OA,2016–2019,TV-MA,16 Dec 2016,60 min,"Drama, Fantasy, Mystery",N/A,"Zal Batmanglij, Brit Marling",https://m.media-amazon.com/images/M/MV5BMTY5OTkwNDkzOF5BMl5BanBnXkFtZTgwMDEyNzI1NzM@._V1_SX300.jpg,7.8,"103,350",tt4635282,series,58.999908937357716,39.24068150106485,3.853377106741573,465.01375392730995,58.60148188976036,58.12035456775195,#e9f8f4,#7cc5b6,#329e91,#1e5d52,#151e19
Rat King,2012,N/A,20 Jan 2012,94 min,"Drama, Thriller",Petri Kotwica,"Petri Kotwica, Iiro Küttner",https://m.media-amazon.com/images/M/MV5BMTkyODU1OTMxMl5BMl5BanBnXkFtZTcwNTExODYyNw@@._V1_SX300.jpg,5.1,568,tt2082410,movie,18.7715587244999,25.805128205128206,3.1950590034965036,608.2468973022317,49.2495232852963,20.46065234377296,#993f33,#b5c3ca,#728189,#40494f,#1c1e21
37,2016,Not Rated,07 Oct 2016,85 min,Drama,Puk Grasten,Puk Grasten,https://m.media-amazon.com/images/M/MV5BZWQ2YzkyMTEtMDc2NS00MGIyLThiMDEtMjE5MzIwODcwMjRkXkEyXkFqcGdeQXVyNTkyMjQwNw@@._V1_SX300.jpg,3.8,645,tt4882174,movie,72.0183255524432,45.075891690009335,4.0900694444444445,3517.994996371631,75.06991715950561,75.41794096664978,#d6191d,#db9d7e,#eddfd6,#833322,#310a05
Seifuku bisyojo sensei atashi wo daite,2004,N/A,27 Jul 2004,61 min,"Drama, Romance",Hidekazu Takahara,Hidekazu Takahara,https://m.media-amazon.com/images/M/MV5BNzBmNTk5OGEtN2ZlOS00ZjI2LTlkYjgtOWU3MjM2NWQzYmM2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,6.0,171,tt1303232,movie,10.452774509803922,82.66767320261438,2.2567359375,2926.0263154566665,84.27417240435094,24.03176227047353,#5c415f,#af9ea8,#100c14,#efccec,#fefdfe
Remains,2011,Not Rated,06 Dec 2011,88 min,"Action, Drama, Horror",Colin Theys,"Steve Niles, Kieron Dwyer, John Doolan",https://m.media-amazon.com/images/M/MV5BMTY0MDQ1NjUyMV5BMl5BanBnXkFtZTcwNDIxOTExNw@@._V1_SX300.jpg,4.2,"2,318",tt1870527,movie,28.669009687208217,47.309558823529414,4.801029110863095,4274.526973090056,73.07976447540749,37.76817902275634,#faf2e5,#967b6f,#c9b3a1,#5a3f3a,#221714
La teta asustada,2009,N/A,13 Feb 2009,94 min,"Drama, Music",Claudia Llosa,Claudia Llosa,https://m.media-amazon.com/images/M/MV5BOTkwM2Y1ODctYzdiMy00MjVhLWEzNDMtZGY3NzJjNzAwOGYwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.7,"7,023",tt1206488,movie,31.571854058078927,76.87281873086788,4.549799578059072,2574.954802020759,76.3574583957381,56.26198333439654,#25677b,#bf8051,#361e16,#e6c5a0,#f3efe4
Bearterror,1988,N/A,N/A,10 min,"Animation, Short","Vasily Kafanov, Aleksey Shelmanov, Aleksey Turkus","Vasily Kafanov, Aleksey Shelmanov, Aleksey Turkus",https://m.media-amazon.com/images/M/MV5BMWZjYjgwZGQtNzdhNC00MTk1LWJiNjItZjc0MjcyOTMxZDBlXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_SX300.jpg,7.5,57,tt3443738,movie,81.99785280309307,18.942957746478875,3.4190135343309858,3795.7174095464075,58.425403071352264,59.77389428953028,#f30312,#08b4d7,#f1d5d2,#1c5163,#0a0602
Scorned,2013,R,01 Nov 2013,86 min,Thriller,Mark Jones,"Mark Jones, Sadie Katz",https://m.media-amazon.com/images/M/MV5BNjUzMTUzMDUwMV5BMl5BanBnXkFtZTgwMjEwODQ3MDE@._V1_SX300.jpg,4.6,"2,346",tt2293750,movie,43.74524567474048,46.89021453287197,4.610570588235294,1797.906920876586,68.83989708183297,69.34441306768912,#ec1e42,#e8cbb9,#b8907a,#6c4b3c,#201610
Game of Death,2011,R,09 Jun 2011,98 min,"Action, Adventure, Thriller",Giorgio Serafini,"Jim Agnew, Megan Brown",https://m.media-amazon.com/images/M/MV5BNWRkMDhiOWItZWE5ZC00OTQ1LTk1ZTItMTkyMmRhNTAzMzE5XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,4.7,"6,771",tt1446072,movie,60.1883177294942,29.862521344874285,3.660724709084084,947.0127634255313,67.38076344006122,55.13035283021295,#eedbbe,#c5924d,#87521d,#45270b,#080401
The November Man,2014,R,27 Aug 2014,108 min,"Action, Thriller",Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger",https://m.media-amazon.com/images/M/MV5BNTkzMDk5NjUxNV5BMl5BanBnXkFtZTgwMzMwOTMyMjE@._V1_SX300.jpg,6.2,"67,832",tt2402157,movie,19.923210692516708,46.07534699272968,4.244948033707865,928.1628388165916,67.59557612532016,67.70641875299803,#c02625,#403a3a,#797878,#100d0e,#b8b8b8
Billion Dollar Bully,2019,Not Rated,21 May 2019,82 min,Documentary,Kaylie Milliken,Kaylie Milliken,https://m.media-amazon.com/images/M/MV5BYzE3ZWUwZDItNTc3MC00MzRhLTgwZjMtMGQ1MTdiYjhkM2FjXkEyXkFqcGdeQXVyNjY0MzMxMDA@._V1_SX300.jpg,7.7,138,tt4645636,movie,41.00535947712418,85.00123747276689,2.1079078125,1696.3612444444445,84.84333883136148,110.3903151297781,#1d1d1c,#c0a5a1,#975049,#bf2715,#fefdfc
World's Greatest Dad,2009,R,24 Sep 2010,99 min,"Comedy, Drama",Bobcat Goldthwait,Bobcat Goldthwait,https://m.media-amazon.com/images/M/MV5BNDZhMThjMDMtYTY4Mi00YmVjLTgxZDYtZDQzZjdmNjNhZGVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,6.9,"39,072",tt1262981,movie,25.34304135499196,80.20008557222738,3.4563979025583147,2647.0258150779537,73.6443982604691,88.4318229362752,#7b756c,#53070c,#d51b20,#b8b4a7,#f0ede8
Neither Wolf Nor Dog,2016,N/A,23 Mar 2018,110 min,Drama,Steven Lewis Simpson,"Kent Nerburn, Steven Lewis Simpson",https://m.media-amazon.com/images/M/MV5BMWQwYmM0ZjEtODQ0Yy00MWUwLTlkYjUtNGE2MDI3OTQzMWQ4XkEyXkFqcGdeQXVyNjc0Mzc3MDM@._V1_SX300.jpg,7.3,359,tt3951908,movie,37.24875289428178,42.41228054749553,5.016487294469357,5012.360354494639,52.40990269804823,32.568148115780154,#d0dad4,#909892,#1d1e19,#797056,#474c36
Serialized,2016,TV-14,12 Nov 2016,95 min,"Drama, Mystery, Thriller",Michel Poulette,"Doug Barber, James Phillips",https://m.media-amazon.com/images/M/MV5BNDFiZDNkODgtODE3Yi00M2Y2LWIyNzAtZWEzMmQ1ZDkxNTdkXkEyXkFqcGdeQXVyNTU4NjAyNDk@._V1_SX300.jpg,5.2,"1,051",tt5573582,movie,38.462568450803744,16.54346110816699,4.267015296546546,8476.906004634366,51.40442995714194,22.77989151269696,#d8c7bb,#8f7f75,#61453e,#2d211b,#050302
3 from Hell,2019,R,16 Sep 2019,115 min,"Action, Horror",Rob Zombie,Rob Zombie,https://m.media-amazon.com/images/M/MV5BOWY5NzU5YTEtNTQ5My00Yzk0LTg2M2UtYWU4MjQwY2Y5ZTBmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.4,"15,027",tt8134742,movie,57.57458635105694,66.64131778837661,4.695167042042042,2942.526749533092,79.38924998682695,83.86641685852126,#d1ac4a,#270f04,#b53d26,#70160c,#e2d5c2
Plans for Tomorrow,2010,N/A,19 Nov 2010,96 min,Drama,Juana Macías,"Alberto Bermejo, Juana Macías, Juan Moreno",https://m.media-amazon.com/images/M/MV5BMjE1MTAzMDc1M15BMl5BanBnXkFtZTcwOTc1MDI2NA@@._V1_SX300.jpg,6.3,298,tt1543037,movie,16.938907213975934,69.87264064504306,3.5811171144859815,3495.86223496175,88.92245367079975,23.849565510702995,#ccc8bf,#9d8e81,#575553,#1e1c1c,#fcfdfb
Eyyvah Eyvah,2010,N/A,26 Feb 2010,104 min,Comedy,Hakan Algül,Ata Demirer,https://m.media-amazon.com/images/M/MV5BMjA3MDM3OTAxNF5BMl5BanBnXkFtZTcwNTcyODY5Ng@@._V1_SX300.jpg,7.0,"20,482",tt1594918,movie,53.74728689289923,72.56086084707107,4.902471701795473,3255.46753536318,73.86757857685562,80.09899930083324,#518cad,#1b1e32,#b04c23,#e8b772,#dee7e2
Malibu Rescue,2019,TV-Y7,13 May 2019,68 min,"Action, Comedy, Family",Savage Steve Holland,"Jed Elinoff, Savage Steve Holland, Scott McAboy",https://m.media-amazon.com/images/M/MV5BZDAwZWVhOTAtNmExMS00MTU3LWJmZTgtY2U4NjIyY2E1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,4.9,"1,287",tt9228950,movie,49.72385309679427,74.25038904450669,4.167695436507937,1679.5952336384482,73.58342617477658,91.22471352588106,#5f9178,#3d1406,#be4532,#66bcf4,#e3e7dc
Let Go,2011,Unrated,21 Aug 2012,95 min,Comedy,Brian Jett,Brian Jett,https://m.media-amazon.com/images/M/MV5BYmQ1MTYxYmEtMzU2Ni00NjNhLThkYWMtNTZlZWFiODAyYzdmXkEyXkFqcGdeQXVyMzMwOTU5MDk@._V1_SX300.jpg,5.2,752,tt1674776,movie,54.64588633267515,65.71352650349758,4.375407884465261,4235.284721088375,72.0422201751145,100.418137355103,#f5f0ea,#342617,#876146,#ae0807,#daab7e
Gekijoban Pocket Monster Best Wishes! Kyurem vs Seikenshi Keldeo,2012,Not Rated,08 Dec 2012,72 min,"Animation, Action, Adventure",Kunihiko Yuyama,"Hideki Sonoda, Satoshi Tajiri, Junichi Masuda",https://m.media-amazon.com/images/M/MV5BNDY4NjA4MjYxNV5BMl5BanBnXkFtZTgwMjM0MDgxMDI@._V1_SX300.jpg,5.4,"1,513",tt2549540,movie,36.277016702977484,60.513911401597674,5.144731018518518,6252.434611012126,71.21580447514849,68.8923156075017,#da863a,#80a6b8,#e5eae4,#49657a,#2d292d
Company,2011,Not Rated,15 Mar 2014,145 min,"Comedy, Drama, Musical",Lonny Price,George Furth,https://m.media-amazon.com/images/M/MV5BMTUzNjQyMjE1Nl5BMl5BanBnXkFtZTcwMDI2Mjk2OA@@._V1_SX300.jpg,7.7,"1,303",tt1942831,movie,34.35952069716775,49.15800435729847,3.169623958333333,5185.265933173333,109.1176521074567,18.333227605446833,#75646f,#b8a4aa,#381f2d,#0d040b,#fefdfd
Imitation Girl,2017,N/A,01 Dec 2020,84 min,"Drama, Sci-Fi",Natasha Kermani,Natasha Kermani,https://m.media-amazon.com/images/M/MV5BMTc0Mjc3ODgyNF5BMl5BanBnXkFtZTgwNzg3MTA4NDM@._V1_SX300.jpg,5.0,609,tt5612564,movie,27.958827935668648,28.025706102665787,2.872558988764045,738.3678023918978,64.34294119109606,27.951396567800963,#727f93,#692e2f,#272548,#b7b8b0,#171215
Criminal Justice,2008–2009,Not Rated,30 Jun 2008,584 min,"Crime, Drama, Mystery",N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjkzMDMwYjMtZjdjOC00MDMzLWFjYTYtN2MzMTY2ZDcyOWY1XkEyXkFqcGdeQXVyOTMyODgwOTQ@._V1_SX300.jpg,7.7,"1,951",tt1188927,series,23.741342462911092,50.93881107998755,4.569621126228269,4548.613383434999,78.35275685162563,20.684118057094878,#393d36,#f2f1e8,#0a0a08,#737664,#a4a68d
Delirium,2014,N/A,20 Jun 2014,52 min,"Adventure, Fantasy, Romance",Rodrigo García,"Lauren Oliver, Karyn Usher",https://m.media-amazon.com/images/M/MV5BZTkzNWVlYWEtNzZkNC00OWEyLTgwYjYtNjUwZDY5MWNjM2U0XkEyXkFqcGdeQXVyMzU5NjU1MDA@._V1_SX300.jpg,6.5,"1,937",tt1698647,movie,48.0198123693922,34.03984408578246,3.999714663643235,1390.1784383495333,77.1671827985237,38.702155404655805,#f8ede1,#b8ad90,#80664e,#463525,#0d0e0c
Chinese Puzzle,2013,R,16 May 2014,117 min,"Comedy, Drama, Romance",Cédric Klapisch,Cédric Klapisch,https://m.media-amazon.com/images/M/MV5BMjA4NDg5NDAzOV5BMl5BanBnXkFtZTgwNDUwNjY1MTE@._V1_SX300.jpg,6.9,"14,437",tt1937118,movie,40.00235173361107,87.05575631330284,3.698910700538876,3240.5215088508307,69.12345721780237,110.6900082340901,#4e98b0,#d8a683,#442326,#f3a708,#f1f9f5
The Hollow Child,2017,Not Rated,15 Jun 2018,88 min,"Drama, Horror, Mystery",Jeremy Lutter,Ben Rollo,https://m.media-amazon.com/images/M/MV5BMTgwNDMwNTI5MV5BMl5BanBnXkFtZTgwMDg5Mzk0NTM@._V1_SX300.jpg,4.8,"1,516",tt6464360,movie,22.823546840958606,15.393443718228031,2.7796756944444443,2453.522100163731,52.628361144876585,16.75598064920335,#d0bbac,#938478,#5e5249,#30241e,#020100
Applaus,2009,R,25 Sep 2009,85 min,Drama,Martin Zandvliet,"Anders Frithiof August, Martin Zandvliet",https://m.media-amazon.com/images/M/MV5BMjIzMDc1MjY5OF5BMl5BanBnXkFtZTcwMDk5MTkxNA@@._V1_SX300.jpg,6.6,"1,077",tt1314269,movie,34.711093446387565,39.18717246658423,4.190824418168168,3329.843287940587,79.29719458835818,31.677835868051222,#ad9e8f,#e7e9df,#4a3523,#7f6e5a,#0d0705
Love at First Hiccup,2009,R,N/A,90 min,"Comedy, Romance",Barbara Topsøe-Rothenborg,"Barbara Topsøe-Rothenborg, Søren Frellesen, Dennis Jürgensen",https://m.media-amazon.com/images/M/MV5BMjEyNTcxNjU4OF5BMl5BanBnXkFtZTgwNzg4MjA2MDE@._V1_SX300.jpg,5.5,"3,141",tt1307065,movie,36.43114705882353,67.75364705882353,4.90304375,4015.1508181665977,76.10908411226787,72.35989055864741,#ac1b11,#272520,#846857,#f6f2ed,#dab88a
The Beyond,2017,TV-14,09 Jan 2018,103 min,"Drama, Sci-Fi",Hasraf Dulull,Hasraf Dulull,https://m.media-amazon.com/images/M/MV5BMDgwYzQyYTItNmE0Mi00NzYyLWI0ZTUtZmMzYTdjNmFmNzZmXkEyXkFqcGdeQXVyMjc0NjcyNDM@._V1_SX300.jpg,4.8,"6,329",tt5723416,movie,69.74779956427015,24.905888808198178,2.7786882716049384,532.8765925535743,62.0862185542795,33.95946541591609,#a57a7e,#e2d1c8,#663c46,#271c2b,#030c18
This Is Not What I Expected,2017,TV-PG,05 May 2017,106 min,"Comedy, Drama, Romance",Derek Hui,"Joyce Chan, Yuan Li, Lan Bai Se",https://m.media-amazon.com/images/M/MV5BZDc1MDhjMmYtZDkxMi00ZGYxLTg3OTctYTU3ZDdlMWNkOWExXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,6.7,"1,623",tt6772874,movie,35.401451127267386,63.17778071528237,4.903104400749064,3024.4518213174547,59.16183141578393,45.9284509771476,#ae6361,#e7e6cc,#a6b58d,#2e484b,#5e8972
The Sky Court,2011,Not Rated,25 Aug 2011,93 min,"Comedy, Drama, Fantasy",Alyona Zvantsova,Alyona Zvantsova,https://m.media-amazon.com/images/M/MV5BNWRjYzNmMjktOGU3MC00YmI0LWExMmQtMzcyMWMwNjBhY2IyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,7.1,638,tt2005299,movie,10.540457363986775,49.228304157715925,4.612523795648795,1898.096158260388,84.69577750101726,28.849896114605173,#8e8480,#f4f3f3,#cbc7c5,#51403e,#1a191b
Bana Adini Sor,2015,N/A,13 Mar 2015,110 min,"Drama, Romance",Taner Gündöner,Oben Aras,https://m.media-amazon.com/images/M/MV5BMTQzOTk2MjkwMl5BMl5BanBnXkFtZTgwNjQzNjk4NDE@._V1_SX300.jpg,5.7,707,tt4437212,movie,61.0200283376754,44.59579810168046,3.6942072163947164,2063.413035757793,87.21623583816549,53.17208812629751,#a67258,#e1c29d,#6d2e27,#faf4e6,#2f0707
Cartagena,2009,N/A,18 Nov 2009,92 min,"Drama, Romance",Alain Monne,"Eric Holder, Alain Monne, Nathalie Vailloud",https://m.media-amazon.com/images/M/MV5BZWZlNWI0NjktNTM5YS00ZmU5LWE4OWYtNTlkNDBkN2Y2ZTg2XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,6.7,"1,288",tt1282155,movie,43.64305696070402,53.67319619084325,4.395449426699427,1602.1453498992184,59.47087265501233,52.51390303602329,#6b453a,#0d0c17,#c6bcb9,#988a84,#2d7587
Happily N'ever After 2: Snow White: Another Bite at the Apple,2009,TV-PG,02 Oct 2009,75 min,"Animation, Adventure, Comedy","Steven E. Gordon, Boyd Kirkland",Chris Denk,https://m.media-amazon.com/images/M/MV5BYTQ1Mjg5ZWUtODA2Ny00ODgxLWFmOTktMGZkMWQyZTM2NjFiXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,3.6,"1,885",tt1235837,movie,65.27626624237602,75.47128394715085,4.682792362768496,5353.373054892538,81.13728153882737,125.474342130892,#29f6f8,#3521c1,#262325,#b69c4a,#d5e8ea
Glen Campbell: I'll Be Me,2014,PG,01 Aug 2016,104 min,"Documentary, Biography, Family",James Keach,N/A,https://m.media-amazon.com/images/M/MV5BMjAzMzMxMDI0NF5BMl5BanBnXkFtZTgwNDE5NDExMzE@._V1_SX300.jpg,7.9,"1,617",tt2049586,movie,30.35068385378843,35.555104696199464,4.388623649691358,2662.5282791894692,73.9202497969628,38.1791177181273,#f18645,#d7d4c4,#4a4836,#96927a,#080805
Ricochet,2011,TV-14,30 Nov 2011,89 min,"Crime, Drama, Mystery",Nick Gomez,"Donald Martin, Sandra Brown",https://m.media-amazon.com/images/M/MV5BNmQ5MWUxMTktZTRmNS00MDE2LWFkZDEtZmM3OWFkYWMzNjdkXkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_SX300.jpg,4.6,416,tt1942951,movie,57.62783131182383,47.4363232497563,4.659846678891606,4308.180531275053,74.10092408894072,83.46313607903807,#dbd0c8,#73817c,#272d31,#06080b,#4bbdd0
Perfect,2018,N/A,17 May 2019,88 min,"Horror, Mystery, Sci-Fi",Eddie Alcazar,"Eddie Alcazar, Ted Kupper",https://m.media-amazon.com/images/M/MV5BMWNkMWE3MmMtOWRkMC00ZDI3LWFmMjEtZjg5ZDAxZDBiOGY5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,3.8,"1,067",tt6222286,movie,27.216683866529067,17.65118053601026,2.4563045753588515,102.42775112265949,20.343327634907634,8.269006662616093,#716f78,#3a4049,#0f0f14,#1b2025,#272d34
Pikap: Sem bez pravil,2009,N/A,03 Dec 2009,80 min,Comedy,Feliks Gerchikov,Oleg Malovichko,https://m.media-amazon.com/images/M/MV5BYWJkZWY4OWUtZmM3My00ZmQ1LThkNDItYmVkODhjOGI1ZmIyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,4.8,366,tt1548624,movie,50.13462745098039,62.75974291938998,4.312401388888889,1825.2913176555246,78.07759917678587,84.82644648631728,#de181d,#4a6875,#e0e6d9,#15142f,#beb688
Ambrosia,2012,Not Rated,23 Sep 2013,79 min,Drama,Baharak Saeid Monir,Baharak Saeid Monir,https://m.media-amazon.com/images/M/MV5BMjIzNjQ3OTI3MF5BMl5BanBnXkFtZTcwMTQ5MTQxOA@@._V1_SX300.jpg,3.6,405,tt1918669,movie,54.67960343688037,37.80430931923331,3.868625936329588,1896.9649254984076,61.21859883920342,38.927173950180446,#c3ae92,#552d1d,#84694b,#a58a67,#140d05
From Bedrooms to Billions: The Amiga Years!,2016,N/A,19 May 2016,152 min,Documentary,"Anthony Caulfield, Nicola Caulfield","Anthony Caulfield, Nicola Caulfield",https://m.media-amazon.com/images/M/MV5BZGQyYTM1MmUtNTQ2Mi00MWZmLWIwYTItMzEyZTc2ZDQ4MDc3XkEyXkFqcGdeQXVyMjEyMTA3NjQ@._V1_SX300.jpg,7.6,393,tt4603210,movie,20.045177530471648,21.48879173290938,1.7887915259009008,2367.2092156156154,67.8869199121463,64.37184195290666,#cb9395,#fcf3f3,#6d3335,#cb1a22,#070505
